"","Course Name","Instructor","Section","Course Title","CRN","Subject","Enrollment","Responses","Declines","Department","Number","Course Related Questions Course","Course Related Questions Department","Course Related Questions University","Learning Related Questions Course","Learning Related Questions Department","Learning Related Questions University","Instructor Related Questions Course","Instructor Related Questions Department","Instructor Related Questions University","Instructor Effectiveness Course","Instructor Effectiveness Department","Instructor Effectiveness University","Syllabus Helped Course","Syllabus Helped Department","Syllabus Helped University","Textbook Helped Course","Textbook Helped Department","Textbook Helped University","Online Helped Course","Online Helped Department","Online Helped University","Assignments Helped Course","Assignments Helped Department","Assignments Helped University","Lectures Helped Course","Lectures Helped Department","Lectures Helped University","Inclass Helped Course","Inclass Helped Department","Inclass Helped University","Classroom Technology Helped Course","Classroom Technology Helped Department","Classroom Technology Helped University","Course Was Intellectual Course","Course Was Intellectual Department","Course Was Intellectual University","Learned a Lot Course","Learned a Lot Department","Learned a Lot University","Learned Concepts And Principles Course","Learned Concepts And Principles Department","Learned Concepts And Principles University","Developed Skills Expressing Course","Developed Skills Expressing Department","Developed Skills Expressing University","Learned Analyze and Evaluate Course","Learned Analyze and Evaluate Department","Learned Analyze and Evaluate University","Instructor Communication Skills Course","Instructor Communication Skills Department","Instructor Communication Skills University","Instructor Communicated Course","Instructor Communicated Department","Instructor Communicated University","Instructor Stated Objectives Course","Instructor Stated Objectives Department","Instructor Stated Objectives University","Instructor Covered Stated Course","Instructor Covered Stated Department","Instructor Covered Stated University","Instructor Prepared Course","Instructor Prepared Department","Instructor Prepared University","Instructor Used Class Time Well Course","Instructor Used Class Time Well Department","Instructor Used Class Time Well University","Instructor Provided Feedback Course","Instructor Provided Feedback Department","Instructor Provided Feedback University","Instructor Fairly Evaluated Performance Course","Instructor Fairly Evaluated Performance Department","Instructor Fairly Evaluated Performance University","Would Recommend Course","Would Recommend Department","Would Recommend University","Respected Students Course","Respected Students Department","Respected Students University","Instructor Took Effective Action Course","Instructor Took Effective Action Department","Instructor Took Effective Action University","Instructor Available Outside of Class Course","Instructor Available Outside of Class Department","Instructor Available Outside of Class University","Instructor Displayed Enthusiasm Course","Instructor Displayed Enthusiasm Department","Instructor Displayed Enthusiasm University","Instructor Overall Course","Instructor Overall Department","Instructor Overall University","Spent 1-4 Hours","Spent 5-8 Hours","Spent 9-12 Hours","Spent 13-16 Hours","Spent 17-20 Hours"
"1334","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.2","4.4","50","13","25","13",NA,"Recitation for ECON 1115 (201630: Spring 2016)","Zhang, Hanchun","02","Recitation for ECON 1115","32756","ECON","21","10","1","Economics","1125","3.9","4.2","4.3","3.8","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.7","4.0","4.0","3.8","3.7","4.0","3.8","4.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","3.9","4.4","4.4","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","3.9","4.3","4.6","4.4","4.4","4.4","3.9","4.5","4.0","4.3","4.3","4.5","4.3","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1335","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4","88","13",NA,NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Batkeyev, Birzhan","03","Recitation for ECON 1115","32757","ECON","23","10","2","Economics","1125","4.3","4.3","4.2","4.3","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.7","4.6","4.4","4.5","4.3","4.1","4.2","4.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","4.1","4.4","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.1","4.0","4.0","4.1","4.0","4.1","4.3","4.6","4.0","4.5","4.4","4.4","4.3","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1336","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","75","13","13",NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Tirgil, Abdullah","04","Recitation for ECON 1115","32758","ECON","20","6","1","Economics","1125","4.2","4.0","4.3","4.4","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.3","4.5","4.4","4.3","3.8","4.8","3.8","3.8","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.2","3.6","4.0","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.2","4.2","4.4","4.4","4.4","4.2","4.4","4.2","4.2","4.8","4.4","4.2","4.2","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1337","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","60","20","20",NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Shi, Xiaolin","05","Recitation for ECON 1115","32759","ECON","18","9","2","Economics","1125","4.5","4.3","4.7","4.7","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.2","4.5","4.8","4.6","4.7","4.7","4.5","4.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.3","4.4","4.4","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.6","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1338","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4","57","14","14",NA,"14","Recitation for ECON 1115 (201630: Spring 2016)","Piao, Richeng","06","Recitation for ECON 1115","32760","ECON","15","8","2","Economics","1125","4.7","4.9","4.8","4.7","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.8","4.0","4.8","4.6","4.8","4.7","4.8","4.8","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","5.0","4.7","5.0","5.0","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.8","4.8","4.7","4.8","5.0","5.0","4.8","4.6","4.8","5.0","5.0","4.5","4.7","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1339","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4","83","17",NA,NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Piao, Richeng","07","Recitation for ECON 1115","32761","ECON","12","8","0","Economics","1125","4.3","3.9","4.4","4.4","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.7","4.3","4.8","4.0","4.6","4.3","4.3","3.9","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.3","4.3","3.7","3.5","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.4","4.4","4.1","4.4","4.5","4.5","4.6","4.6","4.4","4.6","4.4","4.4","4.4","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1340","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","88",NA,"13",NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Zhang, Hanchun","08","Recitation for ECON 1115","32762","ECON","23","7","0","Economics","1125","4.4","3.9","4.6","4.3","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.2","4.4","4.5","4.2","4.6","4.3","4.2","4.6","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.1","3.5","3.7","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.4","4.4","4.6","4.8","4.9","4.7","4.6","4.6","4.3","4.9","4.7","4.3","4.4","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1341","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4","67","17","17",NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Zhang, Hanchun","09","Recitation for ECON 1115","32763","ECON","23","10","0","Economics","1125","3.7","3.6","3.9","3.7","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.6","3.9","3.9","3.7","3.5","3.7","4.0","3.3","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.6","3.6","3.5","3.6","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","3.5","3.6","3.8","4.1","4.1","4.0","3.8","4.1","3.6","4.1","4.0","4.0","3.9","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1342","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.2","4.4","50","30","10","10",NA,"Recitation for ECON 1115 (201630: Spring 2016)","Batkeyev, Birzhan","11","Recitation for ECON 1115","32765","ECON","22","14","0","Economics","1125","3.7","3.8","3.9","3.9","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.7","3.9","3.8","3.3","3.9","4.0","3.6","3.6","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.1","4.1","3.2","3.6","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","3.9","4.0","4.2","4.0","4.3","3.6","3.9","3.7","3.6","4.2","3.9","4.0","3.9","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1343","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.2","4.4","64","21","7","7",NA,"Recitation for ECON 1115 (201630: Spring 2016)","Tirgil, Abdullah","12","Recitation for ECON 1115","32766","ECON","15","7","1","Economics","1125","4.0","3.8","3.7","3.8","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.2","4.2","4.0","3.8","3.8","3.8","4.0","4.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.2","4.2","3.0","4.0","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","3.8","3.7","3.3","3.7","3.7","3.8","3.8","3.8","3.3","3.8","3.7","3.7","3.5","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1344","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.8","4.2","4.4","100",NA,NA,NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Piao, Richeng","13","Recitation for ECON 1115","32767","ECON","23","10","2","Economics","1125","4.6","4.6","4.6","4.0","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.3","4.9","4.9","4.7","4.6","4.8","4.5","4.3","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.7","4.3","4.5","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.1","4.6","4.7","4.7","4.9","4.9","4.7","4.7","3.9","4.7","4.9","4.6","4.7","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1345","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","38","38","25",NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Shi, Xiaolin","15","Recitation for ECON 1115","32769","ECON","21","13","2","Economics","1125","4.3","4.0","4.3","4.2","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.3","4.3","4.5","4.3","4.3","4.3","4.2","4.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.2","3.8","3.9","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.5","4.2","4.4","4.4","4.4","4.5","4.2","4.3","4.2","4.5","4.3","4.4","4.4","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1346","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4","73","27",NA,NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Batkeyev, Birzhan","16","Recitation for ECON 1115","32770","ECON","23","12","2","Economics","1125","4.6","4.3","4.6","4.6","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.5","4.4","4.8","4.7","4.6","4.5","4.5","4.5","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.5","4.5","4.3","4.0","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.6","4.5","4.6","4.6","4.9","4.9","4.4","4.4","4.5","4.6","4.5","4.4","4.5","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1347","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.4","40","40","20",NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Zhang, Hanchun","17","Recitation for ECON 1115","34436","ECON","8","4","2","Economics","1125","4.5","4.0","5.0","4.5","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","5.0","5.0","5.0","5.0","4.5","4.5","4.0","3.5","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.0","4.0","4.0","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1348","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","50","50",NA,NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Fister, Joanna","18","Recitation for ECON 1115","34435","ECON","18","5","0","Economics","1125","4.5","4.8","5.0","5.0","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.3","4.3","4.5","4.0","5.0","5.0","4.3","3.8","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","5.0","5.0","4.4","4.6","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1349","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4","40","20","40",NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Shi, Xiaolin","19","Recitation for ECON 1115","34434","ECON","23","9","0","Economics","1125","4.5","4.5","4.5","4.4","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.7","4.7","4.7","4.6","4.5","4.5","4.4","4.4","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.6","4.6","4.6","4.4","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.4","4.6","4.4","4.5","4.5","4.5","4.5","4.1","4.6","4.8","4.8","4.4","4.4","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1350","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.4","4.2","4.4","67",NA,"11","22",NA,"Recitation for ECON 1115 (201630: Spring 2016)","Tirgil, Abdullah","21","Recitation for ECON 1115","34431","ECON","22","7","2","Economics","1125","3.0","3.3","3.5","3.0","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.0","2.5","3.0","2.7","2.7","3.3","3.3","3.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.3","3.3","3.3","3.3","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","3.3","3.5","3.3","3.3","3.0","3.5","3.7","3.7","3.3","4.0","3.5","4.0","3.5","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1351","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.0","4.2","4.4",NA,NA,NA,"80",NA,"Recitation for ECON 1115 (201630: Spring 2016)","Fister, Joanna","23","Recitation for ECON 1115","35260","ECON","23","11","2","Economics","1125","4.4","4.5","4.8","4.8","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.3","4.4","4.4","4.3","4.7","4.6","4.3","4.4","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.7","4.7","4.1","4.4","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.7","4.9","4.7","4.7","4.9","4.8","4.8","4.8","4.8","4.9","4.8","4.8","4.8","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1352","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4","38","25","13","25",NA,"Recitation for ECON 1115 (201630: Spring 2016)","Piao, Richeng","24","Recitation for ECON 1115","35261","ECON","23","12","1","Economics","1125","4.3","4.0","4.4","4.5","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.9","4.2","4.5","4.1","4.4","4.5","4.3","4.1","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.4","4.1","3.7","3.9","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.5","4.4","4.4","4.5","4.5","4.4","4.6","4.4","4.4","4.5","4.4","4.4","4.3","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1353","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","64","27","9",NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Tirgil, Abdullah","25","Recitation for ECON 1115","35262","ECON","22","6","2","Economics","1125","3.9","3.9","3.7","3.3","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.0","4.0","4.0","4.0","4.0","4.0","3.8","3.5","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.0","3.8","3.8","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","3.5","3.5","4.0","3.8","3.8","3.5","3.5","3.8","3.8","3.8","3.8","3.7","4.0","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1354","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.3","4.2","4.4","50","25","25",NA,NA,"Recitation for ECON 1115 (201630: Spring 2016)","Batkeyev, Birzhan","26","Recitation for ECON 1115","35263","ECON","23","11","2","Economics","1125","3.8","3.9","3.8","3.9","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.0","4.5","3.7","3.5","3.3","3.3","4.0","4.2","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.6","3.8","4.3","4.3","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","3.9","3.6","3.8","3.7","4.4","3.7","3.8","3.8","3.0","4.1","4.1","4.0","3.6","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1355","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.9","4.2","4.4","56","22","22",NA,NA,"Recitation for ECON 1116 (201630: Spring 2016)","Naim, Nehan","05","Recitation for ECON 1116","33372","ECON","17","9","2","Economics","1126","4.2","3.8","4.1","4.1","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.2","4.3","4.0","4.0","4.1","4.2","4.2","4.3","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.0","3.6","3.4","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.3","4.0","4.3","4.3","4.3","4.1","3.7","3.9","4.1","4.3","4.1","4.3","4.0","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1356","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.1","4.2","4.4","14","29","29","14","14","Recitation for ECON 1116 (201630: Spring 2016)","Casso Dominguez, Carlos","06","Recitation for ECON 1116","33373","ECON","15","6","1","Economics","1126","3.9","3.8","4.1","4.0","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.8","3.8","4.0","4.0","4.2","4.2","4.0","3.4","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","4.0","3.8","3.6","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.2","4.0","4.2","4.0","4.0","4.0","4.0","4.2","3.8","4.2","4.0","4.4","4.2","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1357","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","60","20","20",NA,NA,"Recitation for ECON 1116 (201630: Spring 2016)","Naim, Nehan","07","Recitation for ECON 1116","33374","ECON","22","13","0","Economics","1126","4.1","4.2","4.3","4.0","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.3","4.3","3.9","4.1","4.2","4.3","4.1","3.8","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.2","4.2","4.4","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.4","4.4","4.4","4.4","4.4","4.1","4.2","4.3","4.2","4.3","4.4","4.3","4.4","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1358","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","46","31","23",NA,NA,"Recitation for ECON 1116 (201630: Spring 2016)","Naim, Nehan","11","Recitation for ECON 1116","33378","ECON","23","9","3","Economics","1126","3.9","3.7","4.0","3.7","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.3","3.5","3.8","3.8","4.2","4.2","4.0","4.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.0","3.0","3.6","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.0","4.2","4.2","4.2","4.2","4.2","3.8","3.8","4.0","4.2","4.0","3.8","3.8","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1359","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.2","4.4","83","17",NA,NA,NA,"Recitation for ECON 1116 (201630: Spring 2016)","Bradley, Robert","12","Recitation for ECON 1116","33379","ECON","14","7","1","Economics","1126","3.8","3.8","3.9","4.2","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","3.8","3.8","3.8","3.8","3.8","4.0","3.8","3.6","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.8","3.6","3.6","4.2","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.2","3.8","3.4","3.8","3.8","4.2","3.6","4.0","3.8","4.6","3.8","3.8","3.6","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1360","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4",NA,NA,NA,"17","67","Recitation for ECON 1116 (201630: Spring 2016)","Bradley, Robert","13","Recitation for ECON 1116","33380","ECON","9","3","1","Economics","1126","4.6","4.3","4.3","4.0","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.0","4.5","4.5","5.0","4.5","4.5","5.0","5.0","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","4.0","4.0","5.0","5.0","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.5","4.0","4.0","4.5","4.0","4.0","4.0","4.5","4.0","5.0","4.0","5.0","4.5","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
"1361","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4","50",NA,NA,"50",NA,"Recitation for ECON 1116 (201630: Spring 2016)","Bradley, Robert","14","Recitation for ECON 1116","33381","ECON","22","8","0","Economics","1126","4.2","3.8","4.1","4.1","4.1","4.1","4.3","4.2","4.1","4.2","4.4","4.4","4.4","4.7","4.4","4.4","4.3","4.1","3.6","3.6","3.9","4.0","4.3","4.1","4.1","4.0","3.9","4.1","4.0","3.9","4.3","4.2","4.2","4.2","4.0","4.1","3.9","3.9","3.4","4.0","4.2","4.2","3.8","4.0","4.3","4.3","4.0","4.1","4.3","4.0","4.3","4.3","4.0","3.8","4.0","4.1","4.0","4.5","4.1","3.9","3.8","4.4","4.2","4.3","4.3","4.4","4.2","4.0","4.2","4.1","4.5","4.2","4.2","4.4","4.4","4.3"
